created_at,entry_id,pm2_5,pm10,temp,trysnia,lageshtira,alarm_status
2019-09-27 09:00:13 CEST,1130,4.8,10.6,21.6,100465,70.7,0
2019-09-27 09:43:29 CEST,1131,8.8,15.1,22.2,100489,70.7,0
2019-09-27 09:44:23 CEST,1132,8.8,15,22.3,100484,70.8,0
2019-09-27 09:45:17 CEST,1133,8.9,14.6,22.5,100478,70.9,0
2019-09-27 09:46:11 CEST,1134,8.9,14.6,22.5,100490,70.8,0
2019-09-27 09:47:05 CEST,1135,8.8,14.7,22.5,100493,70.7,0
2019-09-27 09:47:59 CEST,1136,8.9,14.6,22.4,100492,70.7,0
2019-09-27 09:49:27 CEST,1137,8.3,12.7,22.4,100484,70.6,0
2019-09-27 09:50:21 CEST,1138,8.3,12.4,22.4,100475,70.6,0
2019-09-27 09:51:15 CEST,1139,8.3,12.2,22.4,100476,70.6,0
2019-09-27 09:52:09 CEST,1140,8.2,12.6,22.5,100478,70.6,0
2019-09-27 09:53:03 CEST,1141,8.2,12.5,22.4,100478,70.7,0
2019-09-27 09:53:57 CEST,1142,8.2,12.5,22.5,100483,70.8,0
2019-09-27 09:54:51 CEST,1143,8.1,12,22.6,100483,70.7,0
2019-09-27 09:55:45 CEST,1144,8,11.9,22.6,100474,70.6,0
2019-09-27 09:56:39 CEST,1145,8,11.9,22.7,100477,70.6,0
2019-09-27 09:57:46 CEST,1146,8.4,15.7,22.7,100469,70.5,0
2019-09-27 09:58:40 CEST,1147,8.2,15.4,22.7,100472,70.5,0
2019-09-27 09:59:34 CEST,1148,8.1,15.3,22.8,100479,70.5,0
2019-09-27 10:00:25 CEST,1149,8.1,13.9,22.9,100468,70.5,0
2019-09-27 10:01:19 CEST,1150,8.2,13.8,22.8,100477,70.6,0
2019-09-27 10:02:13 CEST,1151,8.2,13.9,22.7,100480,70.5,0
2019-09-27 10:03:07 CEST,1152,8.2,13.9,22.6,100474,70.6,0
2019-09-27 10:04:01 CEST,1153,8.2,12.6,22.7,100475,70.5,0
2019-09-27 10:04:55 CEST,1154,8.2,13,22.7,100469,70.5,0
2019-09-27 10:05:49 CEST,1155,8.3,12.7,22.8,100479,70.4,0
2019-09-27 10:06:43 CEST,1156,8.3,12.8,22.7,100471,70.4,0
2019-09-27 10:07:37 CEST,1157,8.4,13.1,22.7,100475,70.4,0
2019-09-27 10:08:31 CEST,1158,8.4,12.8,22.6,100480,70.4,0
2019-09-27 10:09:25 CEST,1159,8.4,13.5,22.6,100475,70.5,0
2019-09-27 10:10:19 CEST,1160,8.4,13.5,22.5,100474,70.4,0
2019-09-27 10:11:13 CEST,1161,8.5,13.8,22.5,100463,70.4,0
2019-09-27 10:12:07 CEST,1162,8.5,13.6,22.5,100475,70.3,0
2019-09-27 10:13:01 CEST,1163,8.5,14,22.4,100475,70.3,0
2019-09-27 10:13:55 CEST,1164,8.5,14.3,22.3,100470,70.3,0
2019-09-27 10:40:52 CEST,1165,8.5,16,22.5,100456,70.4,0
2019-09-27 10:41:50 CEST,1166,8.9,14.6,22.5,100460,70.5,0
2019-09-27 10:42:44 CEST,1167,8.9,14.4,22.5,100460,70.4,0
2019-09-27 10:43:38 CEST,1168,8.9,14.4,22.5,100468,70.3,0
2019-09-27 11:16:42 CEST,1169,12.8,20.1,22.5,100459,70.3,1
2019-09-27 11:17:39 CEST,1170,12.9,20.2,22.5,100451,70.2,1
2019-09-27 11:18:36 CEST,1171,13,20.4,22.5,100460,70.2,1
2019-09-27 11:22:45 CEST,1172,12.2,18.6,22.5,100445,70.2,0
2019-09-27 11:24:47 CEST,1173,11.7,19.2,22.5,100448,70.2,0
2019-09-27 11:26:20 CEST,1174,10.8,17.5,22.4,100451,70.2,0
2019-09-27 11:27:29 CEST,1175,10.8,13.9,22.4,100454,70.1,0
2019-09-27 11:29:25 CEST,1176,10.6,16.8,22.4,100456,70.1,0
2019-09-27 11:34:53 CEST,1177,9.8,15.1,22.5,100456,70.1,0
2019-09-27 11:36:57 CEST,1178,9.9,15.4,22.6,100448,70.1,0
2019-09-27 11:40:29 CEST,1179,9.9,15.3,22.6,100445,70.2,0
2019-09-27 11:52:18 CEST,1180,9.8,13,22.8,100454,70.1,0
2019-09-27 11:54:08 CEST,1181,9.7,13.2,22.8,100442,70.1,0
2019-09-27 11:55:47 CEST,1182,10,14,22.8,100444,70,0
2019-09-27 12:00:52 CEST,1183,9.3,14.1,22.9,100441,70,0
2019-09-27 12:08:55 CEST,1184,8,12.7,22.9,100437,70,0
2019-09-27 12:11:16 CEST,1185,8.4,14.1,22.9,100437,69.9,0
2019-09-27 12:13:20 CEST,1186,8.4,15.1,23,100437,69.9,0
2019-09-27 12:16:52 CEST,1187,8.5,12,23,100435,70,0
2019-09-27 12:20:44 CEST,1188,7.9,12.6,23,100417,70.1,0
2019-09-27 12:30:01 CEST,1189,7.9,12.7,23.1,100417,70,0
2019-09-27 12:32:27 CEST,1190,7.7,11.5,23.1,100408,70,0
2019-09-27 12:33:47 CEST,1191,7.9,12.4,23.1,100402,69.9,0
2019-09-27 12:37:16 CEST,1192,7.8,11.4,23.1,100408,69.9,0
2019-09-27 13:49:11 CEST,1193,5.4,10.9,23.4,100356,69.9,0
2019-09-27 13:53:25 CEST,1194,4.3,6.8,23.6,100353,69.8,0
2019-09-27 18:01:52 CEST,1195,4.3,6.8,23.6,100353,69.8,0
2019-09-27 19:49:15 CEST,1196,11.9,18.1,23.1,100461,69.8,0
2019-09-28 16:37:13 CEST,1197,13.3,15.5,25.4,100487,65,1
2019-09-28 16:38:10 CEST,1198,13.2,15.2,25.3,100485,65,1
2019-09-28 16:39:07 CEST,1199,13,14.7,25.3,100489,65.1,1
2019-09-28 16:40:04 CEST,1200,12.9,15.5,25.3,100484,65,1
2019-09-28 16:41:01 CEST,1201,12.8,15.1,25.3,100484,65.1,1
2019-09-28 16:41:58 CEST,1202,12.8,15.1,25.3,100490,65.1,1
2019-09-28 16:42:55 CEST,1203,12.6,15.2,25.3,100490,65.1,1
2019-09-28 16:43:52 CEST,1204,12.5,14.5,25.3,100490,64.9,1
2019-09-28 16:44:49 CEST,1205,12.5,14.3,25.2,100492,64.9,1
2019-09-28 16:45:46 CEST,1206,12.5,14,25.3,100493,64.9,1
2019-09-28 16:46:44 CEST,1207,12.4,13.9,25.3,100492,64.8,1
2019-09-28 16:47:41 CEST,1208,12.3,13.8,25.3,100490,64.9,1
2019-09-28 16:48:38 CEST,1209,12.3,13.9,25.3,100495,64.8,1
2019-09-28 16:49:35 CEST,1210,12.4,14,25.3,100504,64.8,1
2019-09-28 16:50:32 CEST,1211,12.4,14,25.3,100493,64.9,1
2019-09-28 16:51:29 CEST,1212,12.4,14,25.2,100495,64.9,1
2019-09-28 16:52:26 CEST,1213,12.4,13.9,25.2,100492,64.9,1
2019-09-28 16:53:23 CEST,1214,12.4,13.9,25.2,100510,64.8,1
2019-09-28 16:54:20 CEST,1215,12.5,14,25.2,100498,64.9,1
2019-09-28 16:55:17 CEST,1216,12.5,14.2,25.2,100507,64.9,1
2019-09-28 16:56:14 CEST,1217,12.6,14.6,25.2,100501,64.8,1
2019-09-28 16:57:11 CEST,1218,12.6,15.2,25.2,100507,64.8,1
2019-09-28 16:58:07 CEST,1219,12.5,15.1,25.2,100507,64.8,1
2019-09-28 16:59:04 CEST,1220,12.6,15,25.2,100505,64.7,1
2019-09-28 17:00:01 CEST,1221,12.5,14.9,25.2,100499,64.7,1
2019-09-28 17:00:58 CEST,1222,12.6,15,25.2,100505,64.7,1
2019-09-28 17:01:55 CEST,1223,12.5,14.5,25.2,100511,64.7,1
2019-09-28 17:02:52 CEST,1224,12.5,15.1,25.2,100505,64.7,1
2019-09-28 17:03:49 CEST,1225,12.4,14.8,25.2,100513,64.7,1
2019-09-28 17:04:46 CEST,1226,12.5,15,25.2,100511,64.6,1
2019-09-28 17:05:43 CEST,1227,12.6,15.1,25.2,100495,64.6,1
2019-09-28 17:06:40 CEST,1228,12.7,15.1,25.2,100501,64.6,1
2019-09-28 17:07:37 CEST,1229,12.8,15.3,25.2,100489,64.7,1
2019-09-28 17:08:34 CEST,1230,12.9,14.6,25.2,100498,64.6,1
2019-09-28 17:09:31 CEST,1231,13,15.5,25.3,100499,64.5,1
2019-09-28 17:10:28 CEST,1232,13.1,15.5,25.3,100498,64.5,1
2019-09-28 17:11:25 CEST,1233,13.1,15.4,25.2,100490,64.5,1
2019-09-28 17:12:22 CEST,1234,13.1,15.7,25.2,100498,64.5,1
2019-09-28 17:13:19 CEST,1235,13,15.6,25.2,100495,64.6,1
2019-09-28 17:14:16 CEST,1236,13,15.8,25.2,100502,64.6,1
2019-09-28 17:15:13 CEST,1237,13,15.8,25.2,100496,64.5,1
2019-09-28 17:16:10 CEST,1238,13.1,15.7,25.2,100504,64.5,1
2019-09-28 17:17:07 CEST,1239,13.2,16,25.2,100507,64.4,1
2019-09-28 17:18:04 CEST,1240,13.1,16,25.2,100502,64.4,1
2019-09-28 17:19:01 CEST,1241,13.2,16,25.2,100504,64.4,1
2019-09-28 17:19:58 CEST,1242,13.2,16,25.2,100516,64.4,1
2019-09-28 17:20:55 CEST,1243,13.2,16,25.3,100508,64.4,1
2019-09-28 17:21:52 CEST,1244,13.2,15.9,25.2,100511,64.4,1
2019-09-28 17:22:49 CEST,1245,13.2,16,25.2,100505,64.3,1
2019-09-28 17:23:46 CEST,1246,13.2,15.6,25.2,100511,64.3,1
2019-09-28 17:24:43 CEST,1247,13.1,15.2,25.2,100511,64.3,1
2019-09-28 17:25:40 CEST,1248,13.2,14.8,25.2,100507,64.4,1
2019-09-28 17:26:37 CEST,1249,13.3,15,25.2,100519,64.4,1
2019-09-28 17:27:34 CEST,1250,13.4,15.5,25.2,100507,64.4,1
2019-09-28 17:28:31 CEST,1251,13.4,16,25.2,100511,64.4,1
2019-09-28 17:29:28 CEST,1252,13.4,16.1,25.2,100511,64.3,1
2019-09-28 17:30:25 CEST,1253,13.5,16.1,25.2,100508,64.3,1
2019-09-28 17:31:22 CEST,1254,13.6,15.5,25.2,100510,64.3,1
2019-09-28 17:32:19 CEST,1255,13.6,15.7,25.2,100510,64.3,1
2019-09-28 17:33:16 CEST,1256,13.6,15.7,25.2,100511,64.4,1
2019-09-28 17:34:13 CEST,1257,13.6,15.5,25.2,100510,64.4,1
2019-09-28 17:35:10 CEST,1258,13.5,15.6,25.2,100502,64.3,1
2019-09-28 17:36:07 CEST,1259,13.5,15.6,25.2,100510,64.3,1
2019-09-28 17:37:04 CEST,1260,13.5,15.6,25.2,100507,64.4,1
2019-09-28 17:38:01 CEST,1261,13.5,15.1,25.2,100517,64.3,1
2019-09-28 17:38:58 CEST,1262,13.5,15.1,25.2,100507,64.3,1
2019-09-28 17:39:55 CEST,1263,13.5,15.1,25.2,100507,64.2,1
2019-09-28 17:40:52 CEST,1264,13.4,15,25.2,100507,64.2,1
2019-09-28 17:41:49 CEST,1265,13.4,15,25.2,100502,64.2,1
2019-09-28 17:42:46 CEST,1266,13.5,15.1,25.2,100505,64.3,1
2019-09-28 17:43:43 CEST,1267,13.5,15.1,25.2,100507,64.3,1
2019-09-28 17:44:40 CEST,1268,13.5,15.1,25.1,100511,64.2,1
2019-09-28 17:45:37 CEST,1269,13.4,15,25.2,100507,64.3,1
2019-09-28 17:46:34 CEST,1270,13.4,15,25.2,100499,64.3,1
2019-09-28 17:47:31 CEST,1271,13.3,14.9,25.2,100508,64.2,1
2019-09-28 17:48:28 CEST,1272,13.3,14.9,25.2,100507,64.2,1
2019-09-28 17:49:25 CEST,1273,13.3,14.9,25.2,100502,64.2,1
2019-09-28 17:50:22 CEST,1274,13.3,14.9,25.1,100504,64.2,1
2019-09-28 17:51:19 CEST,1275,13.3,15,25.1,100510,64.1,1
2019-09-28 17:52:16 CEST,1276,13.3,15.1,25.1,100505,64.1,1
2019-09-28 17:53:13 CEST,1277,13.3,15.1,25.1,100511,64.1,1
2019-09-28 17:54:10 CEST,1278,13.2,15.1,25.2,100513,64.1,1
2019-09-28 17:55:07 CEST,1279,13,14.6,25.2,100514,64.2,1
2019-09-28 17:56:04 CEST,1280,13,14.5,25.1,100510,64.2,1
2019-09-28 17:57:01 CEST,1281,13,14.5,25.1,100514,64.1,1
2019-09-28 17:57:57 CEST,1282,13,14.5,25.1,100513,64.2,1
2019-09-28 17:58:54 CEST,1283,13,14.5,25.1,100517,64.1,1
2019-09-28 17:59:51 CEST,1284,13,14.6,25.2,100513,64.1,1
2019-09-28 18:00:48 CEST,1285,13,14.6,25.1,100505,64.1,1
2019-09-28 18:01:45 CEST,1286,13,15,25.2,100507,64,1
2019-09-28 18:02:42 CEST,1287,13,15.3,25.4,100515,64,1
2019-09-28 18:03:39 CEST,1288,13,15.3,25.3,100513,64.1,1
2019-09-28 18:04:36 CEST,1289,13,15.5,25.2,100502,64.1,1
2019-09-28 18:05:33 CEST,1290,13,15.6,25.2,100508,64.2,1
2019-09-28 18:06:30 CEST,1291,13,16,25.2,100510,64.1,1
2019-09-28 18:07:27 CEST,1292,13,16,25.1,100507,64,1
2019-09-28 18:08:24 CEST,1293,13.1,16.2,25.1,100507,64,1
2019-09-28 18:09:21 CEST,1294,13.1,16.5,25.2,100510,64,1
2019-09-28 18:10:18 CEST,1295,13.2,16.7,25.2,100507,64,1
2019-09-28 18:11:15 CEST,1296,13.2,17,25.1,100505,63.9,1
2019-09-28 18:18:11 CEST,1297,13.8,18.4,25.1,100513,63.9,1
2019-09-28 18:19:08 CEST,1298,13.8,18.3,25.2,100507,63.9,1
2019-09-28 18:20:05 CEST,1299,13.8,18,25.2,100511,63.9,1
2019-09-28 18:21:02 CEST,1300,13.7,18,25.2,100505,64,1
2019-09-28 18:21:59 CEST,1301,13.7,18.1,25.1,100508,64,1
2019-09-28 18:22:56 CEST,1302,13.8,18.3,25.1,100511,63.9,1
2019-09-28 18:23:53 CEST,1303,13.9,18.6,25.1,100508,63.8,1
2019-09-28 18:24:50 CEST,1304,13.8,18.4,25.1,100505,63.9,1
2019-09-28 18:25:47 CEST,1305,13.8,18.3,25.1,100517,63.9,1
2019-09-28 18:26:44 CEST,1306,13.8,18.2,25.1,100511,63.8,1
2019-09-28 18:27:41 CEST,1307,13.7,18,25.1,100505,63.8,1
2019-09-28 18:28:38 CEST,1308,13.9,18.2,25.1,100502,63.8,1
2019-09-28 18:29:35 CEST,1309,14.1,18.1,25.1,100505,63.8,1
2019-09-28 18:30:32 CEST,1310,14.2,18,25.1,100502,63.7,1
2019-09-28 18:31:29 CEST,1311,14.1,17.1,25,100505,63.7,1
2019-09-28 18:32:23 CEST,1312,14,16.9,25,100508,63.7,0
2019-09-28 18:33:20 CEST,1313,14.1,17.2,25,100510,63.8,1
2019-09-28 18:34:17 CEST,1314,14.1,17.2,25,100504,63.7,1
2019-09-28 18:35:14 CEST,1315,14.1,17.1,25.1,100508,63.6,1
2019-09-28 18:36:11 CEST,1316,14.1,17.3,25,100505,63.6,1
2019-09-28 18:37:08 CEST,1317,14.1,17,25.1,100511,63.6,1
2019-09-28 18:38:02 CEST,1318,14,16.8,25,100502,63.7,0
2019-09-28 18:38:59 CEST,1319,14,16.9,25.1,100507,63.8,1
2019-09-28 18:39:53 CEST,1320,14,16.3,25,100517,63.7,0
2019-09-28 18:40:50 CEST,1321,14.1,17.8,25,100514,63.6,1
2019-09-28 18:41:47 CEST,1322,14.1,18,25,100514,63.6,1
2019-09-28 18:42:44 CEST,1323,14.2,18,25,100510,63.5,1
2019-09-28 18:43:41 CEST,1324,14.2,17.6,25,100504,63.5,1
2019-09-28 18:44:38 CEST,1325,14.1,17.4,25,100499,63.5,1
2019-09-28 18:45:35 CEST,1326,14.2,17.5,25,100498,63.5,1
2019-09-28 18:46:32 CEST,1327,14.3,17.8,25,100510,63.6,1
2019-09-28 18:47:29 CEST,1328,14.4,18.8,25,100510,63.6,1
2019-09-28 18:48:26 CEST,1329,14.4,19.3,25,100511,63.5,1
2019-09-28 18:49:23 CEST,1330,14.5,19.2,25,100502,63.6,1
2019-09-28 18:50:20 CEST,1331,14.5,19.2,25,100505,63.5,1
2019-09-28 18:51:17 CEST,1332,14.5,18.9,25,100510,63.5,1
2019-09-28 18:52:14 CEST,1333,14.4,19,25,100508,63.5,1
2019-09-28 18:53:11 CEST,1334,14.4,19.2,25,100508,63.4,1
2019-09-28 18:54:08 CEST,1335,14.3,19.1,25,100505,63.4,1
2019-09-28 18:55:05 CEST,1336,14.3,19.4,25,100510,63.4,1
2019-09-28 18:56:02 CEST,1337,14.3,19.5,25,100510,63.4,1
2019-09-28 18:56:59 CEST,1338,14.2,19.3,25,100504,63.5,1
2019-09-28 18:57:53 CEST,1339,14,19.3,25,100513,63.4,0
2019-09-28 18:58:47 CEST,1340,14,19.7,24.9,100510,63.4,0
2019-09-28 18:59:44 CEST,1341,14.1,19.8,24.9,100514,63.5,1
2019-09-28 19:00:41 CEST,1342,14.2,21.2,24.9,100507,63.5,1
2019-09-28 19:01:38 CEST,1343,14.3,21.2,24.9,100510,63.4,1
2019-09-28 19:02:35 CEST,1344,14.3,20.6,24.9,100508,63.3,1
2019-09-28 19:03:32 CEST,1345,14.3,20.7,24.9,100505,63.3,1
2019-09-28 19:04:29 CEST,1346,14.3,21.6,24.9,100501,63.3,1
2019-09-28 19:05:26 CEST,1347,14.3,21.4,24.9,100505,63.3,1
2019-09-28 19:06:23 CEST,1348,14.3,21.6,24.9,100508,63.4,1
2019-09-28 19:07:20 CEST,1349,14.3,22,25.1,100516,63.5,1
2019-09-28 19:08:17 CEST,1350,14.3,22.3,24.7,100508,63.4,1
2019-09-28 19:09:14 CEST,1351,14.3,20.8,24.8,100508,63.3,1
2019-09-28 19:10:12 CEST,1352,14.3,20.7,24.9,100509,63.3,1
2019-09-28 19:11:09 CEST,1353,14.3,20.7,25.2,100513,63.3,1
2019-09-28 19:12:06 CEST,1354,14.3,21,25.2,100507,63.3,1
2019-09-28 19:13:03 CEST,1355,14.4,21.1,25.3,100514,63.4,1
2019-09-28 19:14:00 CEST,1356,14.4,21.3,25.3,100509,63.3,1
2019-09-28 19:14:57 CEST,1357,14.3,21.1,25.2,100514,63.2,1
2019-09-28 19:15:54 CEST,1358,14.4,20.8,25.2,100522,63.2,1
2019-09-28 19:16:51 CEST,1359,14.5,20.5,25.1,100516,63.2,1
2019-09-28 19:17:48 CEST,1360,14.4,20.8,25.1,100516,63.2,1
2019-09-28 19:19:28 CEST,1361,21.8,28.9,25.1,100516,63.3,1
2019-09-28 19:20:25 CEST,1362,21.9,29.2,25,100520,63.3,1
2019-09-28 19:21:22 CEST,1363,22,29.3,25,100528,63.4,1
2019-09-28 19:22:19 CEST,1364,21.8,29.2,24.9,100519,63.3,1
2019-09-28 19:23:16 CEST,1365,21.8,28.7,25.3,100520,63.2,1
2019-09-28 19:24:13 CEST,1366,21.7,27.5,25.4,100522,63.2,1
2019-09-28 19:25:10 CEST,1367,21.7,27.6,25.3,100516,63.2,1
2019-09-28 19:26:08 CEST,1368,21.7,27.2,25.1,100519,63.1,1
2019-09-28 19:27:05 CEST,1369,21.8,27.4,25.1,100519,63.1,1
2019-09-28 19:28:02 CEST,1370,21.8,27.1,25,100513,63.1,1
2019-09-28 19:28:59 CEST,1371,21.8,26.8,25,100517,63.1,1
2019-09-28 19:29:56 CEST,1372,21.8,27.3,24.9,100522,63,1
2019-09-28 19:30:53 CEST,1373,21.9,27.4,25,100525,63,1
2019-09-28 19:31:50 CEST,1374,21.9,27.3,24.9,100523,63,1
2019-09-28 19:32:47 CEST,1375,22,27.7,25,100520,62.9,1
2019-09-28 19:33:44 CEST,1376,21.9,27.7,25,100517,62.9,1
2019-09-28 19:34:41 CEST,1377,21.9,28,25,100529,62.9,1
2019-09-28 19:35:38 CEST,1378,21.9,28.2,25,100531,63,1
2019-09-28 19:36:35 CEST,1379,21.9,28.3,25,100522,63,1
2019-09-28 19:37:32 CEST,1380,22.1,28.2,25,100537,62.9,1
2019-09-28 19:38:29 CEST,1381,22,28.1,25.1,100528,62.9,1
2019-09-28 19:39:26 CEST,1382,21.9,28,25.1,100526,62.8,1
2019-09-28 19:40:23 CEST,1383,21.9,27.6,25,100526,62.8,1
2019-09-28 19:41:20 CEST,1384,22,27.4,25,100528,62.8,1
2019-09-28 19:42:17 CEST,1385,22.2,28,25,100517,62.9,1
2019-09-28 19:43:14 CEST,1386,22.2,27.6,25.3,100536,62.8,1
2019-09-28 19:44:11 CEST,1387,22.3,27.6,25.1,100522,62.8,1
2019-09-28 19:45:08 CEST,1388,22.4,27.8,25,100532,62.7,1
2019-09-28 19:46:05 CEST,1389,22.4,27.5,25,100526,62.7,1
2019-09-28 19:47:02 CEST,1390,22.5,27.9,24.9,100535,62.7,1
2019-09-28 19:47:59 CEST,1391,22.5,27.9,24.9,100531,62.8,1
2019-09-28 19:48:56 CEST,1392,22.4,27.7,24.9,100529,62.9,1
2019-09-28 19:49:53 CEST,1393,22.5,27.9,24.9,100529,62.8,1
2019-09-28 19:50:50 CEST,1394,22.4,27.8,24.8,100533,62.7,1
2019-09-28 19:51:47 CEST,1395,22.6,28.7,24.9,100533,62.7,1
2019-09-28 19:52:44 CEST,1396,22.5,28.5,24.8,100529,62.6,1
2019-09-28 19:53:41 CEST,1397,22.5,28.8,24.8,100532,62.6,1
2019-09-28 19:54:38 CEST,1398,22.6,29,24.8,100527,62.5,1
2019-09-28 19:55:35 CEST,1399,22.6,29,24.9,100527,62.5,1
2019-09-28 19:56:32 CEST,1400,22.8,29.5,24.9,100529,62.4,1
2019-09-28 20:00:19 CEST,1402,20.3,31.3,24.9,100532,62.4,1
2019-09-28 20:01:16 CEST,1403,20.3,31.1,24.9,100524,62.3,1
2019-09-28 20:02:13 CEST,1404,20.2,31.1,24.9,100524,62.3,1
2019-09-28 20:03:39 CEST,1405,19.6,28.9,24.9,100530,62.2,1
2019-09-28 20:04:36 CEST,1406,19.6,28.7,24.9,100532,62.2,1
2019-09-28 20:05:33 CEST,1407,19.5,28.6,24.9,100531,62.2,1
